КАРТА_ИД	ДАТУМ_ПРЕГЛЕДА	ВРЕМЕ_ПРЕГЛЕДА	РЕЗУЛТАТ_ПРЕГЛЕДА	НОВИ_ИНТЕРВАЛ
78d721ef79ac4371b52216f34dd7cbb2	2020-02-09	09:48:07+0100	2	4
f6095ed74cba4b60b3924cce0d836612	2020-02-09	09:48:10+0100	0	0
880e152c93b1412eb549c3d64420e972	2020-02-09	09:48:13+0100	2	4
41b7fa646a26475aa6023ed1a1439272	2020-02-09	09:48:20+0100	1	3
de07bde59ede40c694d1ab603dc6b872	2020-02-09	09:48:22+0100	2	4
f3c5ab1afad444bda8962943b19d8422	2020-02-09	09:48:27+0100	0	0
626a3120c18f4744995429cca9f927d2	2020-02-09	09:48:30+0100	2	4
dcdf694156264a89a4f4869a19e3b922	2020-02-09	09:48:39+0100	0	1
d5a0b281ce924d9290128ac0618fe2b2	2020-02-09	09:48:43+0100	0	0
67313ec67865418d8e3a0662a30e5a22	2020-02-09	09:48:45+0100	2	2
78800cc773684261b84d4c6e507cd572	2020-02-09	09:48:49+0100	2	3
fb1d616beea74912b8a9ea8c1ece2d72	2020-02-09	09:48:53+0100	2	2
b3c14b01fa3b45d7b30bb61e70d49072	2020-02-09	09:49:01+0100	0	0
61788414796a4bf38732695db87aab92	2020-02-09	09:49:05+0100	2	4
04f1c7d7a69a4329a9595814c7d72bf2	2020-02-09	09:49:08+0100	0	2
97777462926249a2891ccb840d9b6912	2020-02-09	09:49:17+0100	2	2
2f3a1753ec1a4754887f7d4a8d687492	2020-02-09	09:49:20+0100	0	0
12cbde2735cc40fb805198522fbc41e2	2020-02-09	09:49:24+0100	2	2
ce41d40b505442a6a408aa7ba101d882	2020-02-09	09:49:28+0100	2	2
76129727065b498db4296bed909600b2	2020-02-09	09:49:30+0100	2	2
b876487e17854bfb88e7b0b2270db362	2020-02-09	09:49:34+0100	0	0
1d258aed486a429f8ca7220b8377eb52	2020-02-09	09:49:37+0100	2	4
ae20c6b8b00442f89746d44e558e1892	2020-02-09	09:49:42+0100	2	2
65c6b04077f64dd1809c01724bbb8c62	2020-02-09	09:49:45+0100	2	2
6d470317e66f4658a65f968acfe375f2	2020-02-09	09:49:48+0100	0	0
70493c0d97674efb8d66218c9e08dfa2	2020-02-09	09:49:51+0100	0	0
4157813edfb24ffc952f1bd9ccf1d9b2	2020-02-09	09:49:54+0100	2	4
94c6eafd33f846e78df61ec02a834633	2020-02-09	09:50:05+0100	0	0
97777462926249a2891ccb840d9b6913	2020-02-09	09:50:08+0100	0	0
037e5cd387d04496ae542cf484594e43	2020-02-09	09:50:10+0100	2	4
f3c5ab1afad444bda8962943b19d8423	2020-02-09	09:50:14+0100	0	0
fb1d616beea74912b8a9ea8c1ece2d73	2020-02-09	09:50:17+0100	2	2
ce41d40b505442a6a408aa7ba101d883	2020-02-09	09:50:23+0100	0	0
842afa4193eb48e787d7243425731e33	2020-02-09	09:50:25+0100	2	2
65c6b04077f64dd1809c01724bbb8c63	2020-02-09	09:50:28+0100	1	1
d5a0b281ce924d9290128ac0618fe2b3	2020-02-09	09:50:33+0100	1	1
67313ec67865418d8e3a0662a30e5a23	2020-02-09	09:50:37+0100	0	0
a3e89d5fe1dd422aac35e87fafd83913	2020-02-09	09:50:43+0100	0	0
3f6e2534046d42a4897dcae5c4612d33	2020-02-09	09:50:47+0100	2	2
61788414796a4bf38732695db87aab93	2020-02-09	09:50:52+0100	0	2
70493c0d97674efb8d66218c9e08dfa3	2020-02-09	09:50:58+0100	0	0
6d470317e66f4658a65f968acfe375f3	2020-02-09	09:51:02+0100	0	0
76129727065b498db4296bed909600b3	2020-02-09	09:51:06+0100	1	1
dbdd587dc8b44137a35899f6ccfa65c3	2020-02-09	09:51:09+0100	0	1
dcdf694156264a89a4f4869a19e3b923	2020-02-09	09:51:14+0100	1	2
0418d372899f4a1fa5b890911289acd3	2020-02-09	09:51:17+0100	1	1
41b7fa646a26475aa6023ed1a1439273	2020-02-09	09:51:21+0100	0	2
78d721ef79ac4371b52216f34dd7cbb3	2020-02-09	09:51:24+0100	2	4
f22afb424f1a4ed5b6f1492fa8e65143	2020-02-09	09:51:27+0100	2	4
1d258aed486a429f8ca7220b8377eb53	2020-02-09	09:51:30+0100	2	4
b876487e17854bfb88e7b0b2270db363	2020-02-09	09:51:33+0100	2	2
f6095ed74cba4b60b3924cce0d836613	2020-02-09	09:51:36+0100	0	0
f8924411091446248d30895d161966f3	2020-02-09	09:51:40+0100	2	4
2f3a1753ec1a4754887f7d4a8d687493	2020-02-09	09:51:46+0100	0	0
12cbde2735cc40fb805198522fbc41e3	2020-02-09	09:51:50+0100	0	0
880e152c93b1412eb549c3d64420e973	2020-02-09	09:51:52+0100	2	4
f88c27035229457d855fa3a42fa14e93	2020-02-09	09:51:57+0100	0	0
203c69829ec449f59595bbdf231f4bb3	2020-02-09	09:52:01+0100	2	2
c102919b1f7f43bd975c3e5c4d16d663	2020-02-09	09:52:05+0100	0	0
4157813edfb24ffc952f1bd9ccf1d9b3	2020-02-09	09:52:13+0100	0	2
ae20c6b8b00442f89746d44e558e1893	2020-02-09	09:52:17+0100	2	2
78800cc773684261b84d4c6e507cd573	2020-02-09	09:52:22+0100	2	3
837d6ec7c0cc43b6aceaac6f33fa8e13	2020-02-09	09:52:27+0100	1	1
b3c14b01fa3b45d7b30bb61e70d49073	2020-02-09	09:52:32+0100	1	1
9e12923fd83e48d5ac08ab01dea6ca23	2020-02-09	09:52:36+0100	2	4
b634c93aecec4427a1eeaad25c640be3	2020-02-09	09:52:39+0100	2	4
94c6eafd33f846e78df61ec02a834634	2020-02-09	09:52:42+0100	2	2
41b7fa646a26475aa6023ed1a1439274	2020-02-09	09:52:44+0100	2	4
78d721ef79ac4371b52216f34dd7cbb4	2020-02-09	09:52:47+0100	2	4
b3c14b01fa3b45d7b30bb61e70d49074	2020-02-09	09:52:51+0100	2	2
6d470317e66f4658a65f968acfe375f4	2020-02-09	09:52:52+0100	2	2
67313ec67865418d8e3a0662a30e5a24	2020-02-09	09:52:55+0100	2	2
203c69829ec449f59595bbdf231f4bb4	2020-02-09	09:53:01+0100	0	0
f88c27035229457d855fa3a42fa14e94	2020-02-09	09:53:03+0100	2	2
a3e89d5fe1dd422aac35e87fafd83914	2020-02-09	09:53:06+0100	2	2
97777462926249a2891ccb840d9b6914	2020-02-09	09:53:08+0100	0	0
78800cc773684261b84d4c6e507cd574	2020-02-09	09:53:15+0100	0	1
12cbde2735cc40fb805198522fbc41e4	2020-02-09	09:53:17+0100	2	2
c102919b1f7f43bd975c3e5c4d16d664	2020-02-09	09:53:24+0100	2	2
d5a0b281ce924d9290128ac0618fe2b4	2020-02-09	09:53:32+0100	1	1
0418d372899f4a1fa5b890911289acd4	2020-02-09	09:53:34+0100	2	2
dcdf694156264a89a4f4869a19e3b924	2020-02-09	09:53:35+0100	2	4
2f3a1753ec1a4754887f7d4a8d687494	2020-02-09	09:53:38+0100	2	2
b876487e17854bfb88e7b0b2270db364	2020-02-09	09:53:39+0100	2	2
fb1d616beea74912b8a9ea8c1ece2d74	2020-02-09	09:53:41+0100	2	2
de07bde59ede40c694d1ab603dc6b874	2020-02-09	09:53:43+0100	2	4
f6095ed74cba4b60b3924cce0d836614	2020-02-09	09:53:44+0100	2	2
f3c5ab1afad444bda8962943b19d8424	2020-02-09	09:53:45+0100	2	2
76129727065b498db4296bed909600b4	2020-02-09	09:53:57+0100	0	0
70493c0d97674efb8d66218c9e08dfa4	2020-02-09	09:53:59+0100	2	2
1d258aed486a429f8ca7220b8377eb54	2020-02-09	09:54:00+0100	2	4
923c9a3057f74ffd93f387ac559dc804	2020-02-09	09:54:04+0100	1	3
65c6b04077f64dd1809c01724bbb8c64	2020-02-09	09:54:06+0100	2	2
0722f94042f4425ea6043bded0d6a824	2020-02-09	09:54:08+0100	2	4
ae20c6b8b00442f89746d44e558e1894	2020-02-09	09:54:10+0100	2	2
626a3120c18f4744995429cca9f927d4	2020-02-09	09:54:14+0100	2	4
04f1c7d7a69a4329a9595814c7d72bf4	2020-02-09	09:54:16+0100	2	4
3f6e2534046d42a4897dcae5c4612d34	2020-02-09	09:54:18+0100	2	2
dbdd587dc8b44137a35899f6ccfa65c4	2020-02-09	09:54:22+0100	2	3
b2d8d718e2194ae89d99f29132781764	2020-02-09	09:54:24+0100	2	4
837d6ec7c0cc43b6aceaac6f33fa8e14	2020-02-09	09:54:28+0100	0	0
ce41d40b505442a6a408aa7ba101d884	2020-02-09	09:54:30+0100	2	2
842afa4193eb48e787d7243425731e34	2020-02-09	09:54:32+0100	2	2
037e5cd387d04496ae542cf484594e45	2020-02-09	09:54:48+0100	1	3
0722f94042f4425ea6043bded0d6a825	2020-02-09	09:55:04+0100	1	3
b634c93aecec4427a1eeaad25c640be5	2020-02-09	09:55:09+0100	2	4
6d470317e66f4658a65f968acfe375f5	2020-02-09	09:55:21+0100	1	1
203c69829ec449f59595bbdf231f4bb5	2020-02-09	09:55:29+0100	1	1
f88c27035229457d855fa3a42fa14e95	2020-02-09	09:55:42+0100	0	0
70493c0d97674efb8d66218c9e08dfa5	2020-02-09	09:55:54+0100	0	0
41b7fa646a26475aa6023ed1a1439275	2020-02-09	09:56:02+0100	1	3
c102919b1f7f43bd975c3e5c4d16d665	2020-02-09	09:56:12+0100	1	1
842afa4193eb48e787d7243425731e35	2020-02-09	09:56:21+0100	1	1
3f6e2534046d42a4897dcae5c4612d35	2020-02-09	09:56:29+0100	1	1
2f3a1753ec1a4754887f7d4a8d687495	2020-02-09	09:56:35+0100	1	1
dbdd587dc8b44137a35899f6ccfa65c5	2020-02-09	09:56:43+0100	0	1
9e12923fd83e48d5ac08ab01dea6ca25	2020-02-09	09:56:50+0100	2	4
f6095ed74cba4b60b3924cce0d836615	2020-02-09	09:56:55+0100	2	2
61788414796a4bf38732695db87aab95	2020-02-09	09:57:15+0100	0	2
4157813edfb24ffc952f1bd9ccf1d9b5	2020-02-09	09:57:23+0100	1	3
94c6eafd33f846e78df61ec02a834635	2020-02-09	09:57:32+0100	1	1
880e152c93b1412eb549c3d64420e975	2020-02-09	09:57:37+0100	2	4
f22afb424f1a4ed5b6f1492fa8e65145	2020-02-09	09:57:42+0100	2	4
1d258aed486a429f8ca7220b8377eb55	2020-02-09	09:57:52+0100	1	2
97777462926249a2891ccb840d9b6915	2020-02-09	09:58:03+0100	0	0
837d6ec7c0cc43b6aceaac6f33fa8e15	2020-02-09	09:58:11+0100	1	1
f8924411091446248d30895d161966f5	2020-02-09	09:58:17+0100	2	4
78800cc773684261b84d4c6e507cd575	2020-02-09	09:58:25+0100	1	2
a3e89d5fe1dd422aac35e87fafd83915	2020-02-09	09:58:34+0100	0	0
b876487e17854bfb88e7b0b2270db365	2020-02-09	09:58:42+0100	2	2
b3c14b01fa3b45d7b30bb61e70d49075	2020-02-09	09:58:49+0100	0	0
ae20c6b8b00442f89746d44e558e1895	2020-02-09	09:59:00+0100	0	0
0418d372899f4a1fa5b890911289acd5	2020-02-09	09:59:11+0100	0	0
f3c5ab1afad444bda8962943b19d8425	2020-02-09	09:59:19+0100	0	0
12cbde2735cc40fb805198522fbc41e5	2020-02-09	09:59:45+0100	0	0
65c6b04077f64dd1809c01724bbb8c65	2020-02-09	09:59:57+0100	1	1
67313ec67865418d8e3a0662a30e5a25	2020-02-09	10:00:02+0100	1	1
ce41d40b505442a6a408aa7ba101d885	2020-02-09	10:00:10+0100	0	0
fb1d616beea74912b8a9ea8c1ece2d75	2020-02-09	10:00:24+0100	1	1
dcdf694156264a89a4f4869a19e3b925	2020-02-09	10:00:33+0100	1	2
78d721ef79ac4371b52216f34dd7cbb5	2020-02-09	10:00:47+0100	1	2
d5a0b281ce924d9290128ac0618fe2b5	2020-02-09	10:01:00+0100	1	1
76129727065b498db4296bed909600b5	2020-02-09	10:01:08+0100	1	1
41b7fa646a26475aa6023ed1a1439270	2020-02-09	11:28:51+0100	1	3
12cbde2735cc40fb805198522fbc41e0	2020-02-09	11:28:56+0100	1	1
dbdd587dc8b44137a35899f6ccfa65c0	2020-02-09	11:28:58+0100	1	2
76129727065b498db4296bed909600b0	2020-02-09	11:29:26+0100	1	1
842afa4193eb48e787d7243425731e30	2020-02-09	11:29:43+0100	1	1
3f6e2534046d42a4897dcae5c4612d30	2020-02-09	11:29:45+0100	1	1
78800cc773684261b84d4c6e507cd570	2020-02-09	11:29:48+0100	1	2
c102919b1f7f43bd975c3e5c4d16d661	2020-02-09	11:29:57+0100	1	1
78d721ef79ac4371b52216f34dd7cbb1	2020-02-09	11:30:00+0100	1	2
203c69829ec449f59595bbdf231f4bb1	2020-02-09	11:30:11+0100	1	1
12cbde2735cc40fb805198522fbc41e1	2020-02-09	11:30:18+0100	1	1
94c6eafd33f846e78df61ec02a834631	2020-02-09	11:30:23+0100	1	1
f3c5ab1afad444bda8962943b19d8422	2020-02-09	11:30:28+0100	1	1
d5a0b281ce924d9290128ac0618fe2b2	2020-02-09	11:30:32+0100	1	1
c102919b1f7f43bd975c3e5c4d16d662	2020-02-09	11:30:35+0100	1	1
203c69829ec449f59595bbdf231f4bb2	2020-02-09	11:32:27+0100	0	0
04f1c7d7a69a4329a9595814c7d72bf2	2020-02-09	11:32:30+0100	1	3
2f3a1753ec1a4754887f7d4a8d687492	2020-02-09	11:32:46+0100	1	1
6d470317e66f4658a65f968acfe375f2	2020-02-09	11:33:24+0100	1	1
b3c14b01fa3b45d7b30bb61e70d49072	2020-02-09	11:33:54+0100	0	0
70493c0d97674efb8d66218c9e08dfa2	2020-02-09	11:34:30+0100	0	0
9e12923fd83e48d5ac08ab01dea6ca22	2020-02-09	11:34:44+0100	0	2
b876487e17854bfb88e7b0b2270db362	2020-02-09	11:35:05+0100	0	0
f6095ed74cba4b60b3924cce0d836612	2020-02-09	11:35:11+0100	1	1
3f6e2534046d42a4897dcae5c4612d32	2020-02-09	11:35:20+0100	0	0
0418d372899f4a1fa5b890911289acd2	2020-02-09	11:35:39+0100	0	0
dcdf694156264a89a4f4869a19e3b922	2020-02-09	11:36:05+0100	1	2
61788414796a4bf38732695db87aab93	2020-02-09	11:36:14+0100	1	3
f88c27035229457d855fa3a42fa14e93	2020-02-09	11:36:22+0100	1	1
12cbde2735cc40fb805198522fbc41e3	2020-02-09	11:36:26+0100	1	1
97777462926249a2891ccb840d9b6913	2020-02-09	11:36:29+0100	1	1
2f3a1753ec1a4754887f7d4a8d687493	2020-02-09	11:36:36+0100	0	0
f3c5ab1afad444bda8962943b19d8423	2020-02-09	11:36:40+0100	1	1
c102919b1f7f43bd975c3e5c4d16d663	2020-02-09	11:36:45+0100	0	0
67313ec67865418d8e3a0662a30e5a23	2020-02-09	11:36:52+0100	1	1
70493c0d97674efb8d66218c9e08dfa3	2020-02-09	11:36:54+0100	1	1
ce41d40b505442a6a408aa7ba101d883	2020-02-09	11:37:02+0100	1	1
6d470317e66f4658a65f968acfe375f3	2020-02-09	11:37:10+0100	0	0
94c6eafd33f846e78df61ec02a834633	2020-02-09	11:37:14+0100	0	0
41b7fa646a26475aa6023ed1a1439273	2020-02-09	11:37:18+0100	0	2
4157813edfb24ffc952f1bd9ccf1d9b3	2020-02-09	11:37:22+0100	1	3
dbdd587dc8b44137a35899f6ccfa65c3	2020-02-09	11:37:26+0100	0	1
f6095ed74cba4b60b3924cce0d836613	2020-02-09	11:37:29+0100	1	1
a3e89d5fe1dd422aac35e87fafd83913	2020-02-09	11:37:32+0100	1	1
97777462926249a2891ccb840d9b6914	2020-02-09	11:37:43+0100	1	1
78800cc773684261b84d4c6e507cd574	2020-02-09	11:37:47+0100	2	3
203c69829ec449f59595bbdf231f4bb4	2020-02-09	11:37:51+0100	1	1
837d6ec7c0cc43b6aceaac6f33fa8e14	2020-02-09	11:38:22+0100	0	0
76129727065b498db4296bed909600b4	2020-02-09	11:39:31+0100	1	1
a3e89d5fe1dd422aac35e87fafd83915	2020-02-09	11:39:48+0100	1	1
b3c14b01fa3b45d7b30bb61e70d49075	2020-02-09	11:40:05+0100	0	0
70493c0d97674efb8d66218c9e08dfa5	2020-02-09	11:40:10+0100	1	1
f88c27035229457d855fa3a42fa14e95	2020-02-09	11:40:16+0100	0	0
ae20c6b8b00442f89746d44e558e1895	2020-02-09	11:40:37+0100	0	0
f3c5ab1afad444bda8962943b19d8425	2020-02-09	11:40:45+0100	1	1
0418d372899f4a1fa5b890911289acd5	2020-02-09	11:40:49+0100	1	1
ce41d40b505442a6a408aa7ba101d885	2020-02-09	11:40:57+0100	1	1
12cbde2735cc40fb805198522fbc41e5	2020-02-09	11:41:10+0100	0	0
dbdd587dc8b44137a35899f6ccfa65c5	2020-02-09	11:41:20+0100	0	1
97777462926249a2891ccb840d9b6915	2020-02-09	11:41:45+0100	1	1
61788414796a4bf38732695db87aab95	2020-02-09	11:41:55+0100	0	2
9e12923fd83e48d5ac08ab01dea6ca22	2020-02-09	12:11:51+0100	1	3
203c69829ec449f59595bbdf231f4bb2	2020-02-09	12:12:29+0100	0	0
70493c0d97674efb8d66218c9e08dfa2	2020-02-09	12:12:50+0100	0	0
3f6e2534046d42a4897dcae5c4612d32	2020-02-09	12:13:01+0100	1	1
b3c14b01fa3b45d7b30bb61e70d49072	2020-02-09	12:13:09+0100	1	1
0418d372899f4a1fa5b890911289acd2	2020-02-09	12:13:11+0100	1	1
b876487e17854bfb88e7b0b2270db362	2020-02-09	12:13:27+0100	1	1
c102919b1f7f43bd975c3e5c4d16d663	2020-02-09	12:14:48+0100	0	0
dbdd587dc8b44137a35899f6ccfa65c3	2020-02-09	12:19:31+0100	0	1
94c6eafd33f846e78df61ec02a834633	2020-02-09	12:19:38+0100	1	1
41b7fa646a26475aa6023ed1a1439273	2020-02-09	12:19:50+0100	1	3
6d470317e66f4658a65f968acfe375f3	2020-02-09	12:20:15+0100	0	0
2f3a1753ec1a4754887f7d4a8d687493	2020-02-09	12:20:22+0100	1	1
837d6ec7c0cc43b6aceaac6f33fa8e14	2020-02-09	12:20:30+0100	1	1
12cbde2735cc40fb805198522fbc41e5	2020-02-09	12:20:37+0100	1	1
b3c14b01fa3b45d7b30bb61e70d49075	2020-02-09	12:20:48+0100	1	1
f88c27035229457d855fa3a42fa14e95	2020-02-09	12:21:15+0100	0	0
dbdd587dc8b44137a35899f6ccfa65c5	2020-02-09	12:21:29+0100	1	2
ae20c6b8b00442f89746d44e558e1895	2020-02-09	12:21:38+0100	1	1
61788414796a4bf38732695db87aab95	2020-02-09	12:21:45+0100	1	3
203c69829ec449f59595bbdf231f4bb2	2020-02-09	15:09:13+0100	1	1
70493c0d97674efb8d66218c9e08dfa2	2020-02-09	15:09:23+0100	1	1
dbdd587dc8b44137a35899f6ccfa65c3	2020-02-09	15:09:34+0100	1	2
6d470317e66f4658a65f968acfe375f3	2020-02-09	15:09:44+0100	0	0
c102919b1f7f43bd975c3e5c4d16d663	2020-02-09	15:12:10+0100	0	0
f88c27035229457d855fa3a42fa14e95	2020-02-09	15:12:19+0100	1	1
f5a79bb4086541b1acd2564f4e4ae7e0	2020-02-10	08:07:57+0100	2	2
40f3d8f5b0b54d1684f530c375ff7810	2020-02-10	08:07:59+0100	2	2
c339c82ebbc14ec694bd0e94573c2e90	2020-02-10	08:08:01+0100	2	2
84bb558a67e24cd883f4d4fa362fe340	2020-02-10	08:08:04+0100	2	2
bc031a42486c4988a22aa697a3960bc0	2020-02-10	08:08:07+0100	1	1
bc031a42486c4988a22aa697a3960bc1	2020-02-10	08:08:16+0100	2	2
f5a79bb4086541b1acd2564f4e4ae7e1	2020-02-10	08:08:19+0100	2	2
40f3d8f5b0b54d1684f530c375ff7811	2020-02-10	08:08:28+0100	0	0
c339c82ebbc14ec694bd0e94573c2e91	2020-02-10	08:08:31+0100	1	1
84bb558a67e24cd883f4d4fa362fe341	2020-02-10	08:08:34+0100	2	2
c339c82ebbc14ec694bd0e94573c2e92	2020-02-10	08:08:39+0100	1	1
f5a79bb4086541b1acd2564f4e4ae7e2	2020-02-10	08:08:44+0100	0	0
40f3d8f5b0b54d1684f530c375ff7812	2020-02-10	08:08:51+0100	1	1
bc031a42486c4988a22aa697a3960bc2	2020-02-10	08:08:57+0100	1	1
923c9a3057f74ffd93f387ac559dc802	2020-02-10	08:09:04+0100	1	3
84bb558a67e24cd883f4d4fa362fe342	2020-02-10	08:09:10+0100	1	1
b2d8d718e2194ae89d99f29132781762	2020-02-10	08:09:21+0100	0	2
84bb558a67e24cd883f4d4fa362fe343	2020-02-10	08:09:44+0100	1	1
b2d8d718e2194ae89d99f29132781763	2020-02-10	08:09:48+0100	0	2
de07bde59ede40c694d1ab603dc6b873	2020-02-10	08:09:52+0100	2	4
923c9a3057f74ffd93f387ac559dc803	2020-02-10	08:09:55+0100	2	4
626a3120c18f4744995429cca9f927d3	2020-02-10	08:10:01+0100	1	3
6d470317e66f4658a65f968acfe375f3	2020-02-10	08:10:05+0100	1	1
bc031a42486c4988a22aa697a3960bc3	2020-02-10	08:10:09+0100	1	1
40f3d8f5b0b54d1684f530c375ff7813	2020-02-10	08:10:19+0100	1	1
04f1c7d7a69a4329a9595814c7d72bf3	2020-02-10	08:10:23+0100	1	3
c102919b1f7f43bd975c3e5c4d16d663	2020-02-10	08:10:33+0100	1	1
c339c82ebbc14ec694bd0e94573c2e93	2020-02-10	08:10:37+0100	1	1
f5a79bb4086541b1acd2564f4e4ae7e3	2020-02-10	08:10:41+0100	1	1
40f3d8f5b0b54d1684f530c375ff7814	2020-02-10	08:10:44+0100	2	2
84bb558a67e24cd883f4d4fa362fe344	2020-02-10	08:10:46+0100	2	2
f5a79bb4086541b1acd2564f4e4ae7e4	2020-02-10	08:10:47+0100	2	2
bc031a42486c4988a22aa697a3960bc4	2020-02-10	08:10:49+0100	2	2
c339c82ebbc14ec694bd0e94573c2e94	2020-02-10	08:10:51+0100	2	2
923c9a3057f74ffd93f387ac559dc805	2020-02-10	08:11:06+0100	0	2
84bb558a67e24cd883f4d4fa362fe345	2020-02-10	08:11:13+0100	1	1
f5a79bb4086541b1acd2564f4e4ae7e5	2020-02-10	08:11:21+0100	1	1
04f1c7d7a69a4329a9595814c7d72bf5	2020-02-10	08:11:32+0100	1	3
b2d8d718e2194ae89d99f29132781765	2020-02-10	08:11:37+0100	1	3
c339c82ebbc14ec694bd0e94573c2e95	2020-02-10	08:11:44+0100	1	1
626a3120c18f4744995429cca9f927d5	2020-02-10	08:11:50+0100	1	3
de07bde59ede40c694d1ab603dc6b875	2020-02-10	08:11:54+0100	1	3
bc031a42486c4988a22aa697a3960bc5	2020-02-10	08:12:00+0100	1	1
40f3d8f5b0b54d1684f530c375ff7815	2020-02-10	08:12:11+0100	1	1
3f6e2534046d42a4897dcae5c4612d30	2020-02-11	12:46:10+0100	2	3
12cbde2735cc40fb805198522fbc41e0	2020-02-11	12:46:12+0100	1	2
842afa4193eb48e787d7243425731e30	2020-02-11	12:46:15+0100	1	2
76129727065b498db4296bed909600b0	2020-02-11	12:47:25+0100	0	1
12cbde2735cc40fb805198522fbc41e1	2020-02-11	12:49:08+0100	1	2
203c69829ec449f59595bbdf231f4bb1	2020-02-11	12:49:23+0100	1	2
c102919b1f7f43bd975c3e5c4d16d661	2020-02-11	12:49:26+0100	1	2
fb1d616beea74912b8a9ea8c1ece2d71	2020-02-11	12:49:32+0100	0	1
40f3d8f5b0b54d1684f530c375ff7811	2020-02-11	12:49:52+0100	1	1
94c6eafd33f846e78df61ec02a834631	2020-02-11	12:49:58+0100	0	1
0418d372899f4a1fa5b890911289acd2	2020-02-11	12:50:05+0100	0	1
70493c0d97674efb8d66218c9e08dfa2	2020-02-11	12:50:08+0100	0	1
b3c14b01fa3b45d7b30bb61e70d49072	2020-02-11	12:50:12+0100	0	1
d5a0b281ce924d9290128ac0618fe2b2	2020-02-11	12:50:17+0100	1	2
2f3a1753ec1a4754887f7d4a8d687492	2020-02-11	12:50:35+0100	0	1
f5a79bb4086541b1acd2564f4e4ae7e2	2020-02-11	12:50:40+0100	1	1
f3c5ab1afad444bda8962943b19d8422	2020-02-11	12:50:45+0100	1	2
b2d8d718e2194ae89d99f29132781762	2020-02-11	12:50:50+0100	1	3
837d6ec7c0cc43b6aceaac6f33fa8e12	2020-02-11	12:50:57+0100	0	1
c102919b1f7f43bd975c3e5c4d16d662	2020-02-11	12:51:39+0100	1	2
a3e89d5fe1dd422aac35e87fafd83912	2020-02-11	12:51:46+0100	1	2
203c69829ec449f59595bbdf231f4bb2	2020-02-11	12:51:57+0100	1	2
f6095ed74cba4b60b3924cce0d836612	2020-02-11	12:52:00+0100	1	2
b876487e17854bfb88e7b0b2270db362	2020-02-11	12:52:08+0100	0	1
3f6e2534046d42a4897dcae5c4612d32	2020-02-11	12:52:11+0100	1	2
6d470317e66f4658a65f968acfe375f2	2020-02-11	12:52:28+0100	0	1
b3c14b01fa3b45d7b30bb61e70d49073	2020-02-11	12:52:51+0100	0	1
a3e89d5fe1dd422aac35e87fafd83913	2020-02-11	12:53:32+0100	1	2
f6095ed74cba4b60b3924cce0d836613	2020-02-11	12:53:34+0100	1	2
76129727065b498db4296bed909600b3	2020-02-11	12:53:39+0100	0	1
2f3a1753ec1a4754887f7d4a8d687493	2020-02-11	12:53:42+0100	1	2
837d6ec7c0cc43b6aceaac6f33fa8e13	2020-02-11	12:53:45+0100	0	1
67313ec67865418d8e3a0662a30e5a23	2020-02-11	12:53:47+0100	1	2
65c6b04077f64dd1809c01724bbb8c63	2020-02-11	12:53:50+0100	1	2
f88c27035229457d855fa3a42fa14e93	2020-02-11	12:53:57+0100	0	1
97777462926249a2891ccb840d9b6913	2020-02-11	12:54:03+0100	0	1
70493c0d97674efb8d66218c9e08dfa3	2020-02-11	12:54:05+0100	1	2
f3c5ab1afad444bda8962943b19d8423	2020-02-11	12:54:10+0100	1	2
ce41d40b505442a6a408aa7ba101d883	2020-02-11	12:54:13+0100	1	2
b2d8d718e2194ae89d99f29132781763	2020-02-11	12:54:18+0100	1	3
94c6eafd33f846e78df61ec02a834633	2020-02-11	12:54:23+0100	2	3
0418d372899f4a1fa5b890911289acd3	2020-02-11	12:54:29+0100	1	2
12cbde2735cc40fb805198522fbc41e3	2020-02-11	12:54:40+0100	0	1
d5a0b281ce924d9290128ac0618fe2b3	2020-02-11	12:54:45+0100	1	2
837d6ec7c0cc43b6aceaac6f33fa8e14	2020-02-11	12:54:54+0100	1	2
97777462926249a2891ccb840d9b6914	2020-02-11	12:55:00+0100	1	2
203c69829ec449f59595bbdf231f4bb4	2020-02-11	12:55:05+0100	1	2
d5a0b281ce924d9290128ac0618fe2b4	2020-02-11	12:55:12+0100	1	2
76129727065b498db4296bed909600b4	2020-02-11	12:55:15+0100	1	2
ae20c6b8b00442f89746d44e558e1895	2020-02-11	12:55:42+0100	1	2
ce41d40b505442a6a408aa7ba101d885	2020-02-11	12:56:01+0100	0	1
76129727065b498db4296bed909600b5	2020-02-11	12:56:08+0100	1	2
97777462926249a2891ccb840d9b6915	2020-02-11	12:56:20+0100	1	2
f3c5ab1afad444bda8962943b19d8425	2020-02-11	12:56:28+0100	0	1
94c6eafd33f846e78df61ec02a834635	2020-02-11	12:56:50+0100	0	1
6d470317e66f4658a65f968acfe375f5	2020-02-11	12:56:57+0100	1	2
0418d372899f4a1fa5b890911289acd5	2020-02-11	12:57:10+0100	0	1
842afa4193eb48e787d7243425731e35	2020-02-11	12:58:08+0100	0	1
65c6b04077f64dd1809c01724bbb8c65	2020-02-11	12:58:16+0100	1	2
67313ec67865418d8e3a0662a30e5a25	2020-02-11	12:58:20+0100	1	2
fb1d616beea74912b8a9ea8c1ece2d75	2020-02-11	12:58:31+0100	1	2
70493c0d97674efb8d66218c9e08dfa5	2020-02-11	12:58:38+0100	1	2
